slope,distance_to_water,soil_suitability,suitable
3.81,1441.93,1,0
24.67,2311.89,4,1
9.92,393.38,10,1
21.52,1040.74,4,0
21.91,1420.13,5,1
12.63,1509.58,2,1
4.95,366.76,8,1
3.16,612.82,9,1
9.59,348.67,5,1
18.75,585.5,6,0
21.11,2025.2,3,0
7.34,1217.38,4,1
8.79,2802.27,5,1
4.5,2800.77,5,1
18.59,1878.59,9,1
7.38,2181.24,2,0
21.06,3189.63,8,0
15.69,1511.67,7,1
16.66,2675.43,9,1
22.28,4791.04,4,0
8.72,743.83,2,1
13.95,779.94,8,1
3.43,3582.55,5,1
4.89,817.55,3,0
7.64,2891.3,2,0
12.66,149.97,9,1
17.51,1479.76,4,0
4.81,3772.56,8,1
17.53,743.5,2,0
7.52,249.22,5,1
13.79,4147.82,8,1
1.27,2702.85,5,0
17.41,818.92,4,1
18.66,476.21,5,1
6.8,3078.43,3,1
31.56,1872.35,4,1
11.16,1390.56,5,1
5.27,590.38,6,1
4.47,1752.29,2,1
15.85,1764.78,3,0
12.44,1986.05,3,0
6.48,617.4,2,1
1.48,463.68,4,1
23.66,2020.86,2,1
12.18,5000,5,0
1.09,761.22,6,1
24.37,3016.43,2,0
4.99,597.06,9,1
16.37,1447.32,2,1
3.41,1674.22,10,1
11.04,2034.07,2,0
10.63,2149.69,4,1
8.68,684.07,6,1
11.16,3065.97,2,1
24.46,1229.58,7,1
12.12,2558.7,5,0
15.85,3282.53,8,1
19.09,3554.84,6,0
12.84,1744.29,9,1
9.77,2442.69,7,1
19.64,1405.55,8,1
7.86,1535.43,4,1
21.99,1047.96,5,1
15.06,787.18,6,1
13.47,2003.02,7,1
27.86,614.12,8,1
29.47,1848.88,7,1
26.26,725.7,4,1
27.15,1470.31,8,1
8.39,1024.22,8,1
18.29,1508.8,7,1
6.9,1798.41,5,1
21.01,1115.2,10,1
6.45,142.32,5,1
9.08,1253.65,7,1
14.93,1622.46,3,0
27.59,2603.93,6,1
20.89,670.47,5,1
18.13,560.97,7,1
16.35,3065.78,4,1
18.8,704.86,3,1
14.07,548.73,5,1
15.93,627.23,9,1
16.88,1339.27,5,1
16.23,162.39,5,1
23.69,4257.02,6,0
13.53,1530.59,5,1
8.38,1973.37,8,1
16.2,1217,3,1
8.44,1276.17,7,1
20.03,2603.56,7,1
3.38,1458.82,3,0
18.98,3558.75,3,0
12.25,1542.09,8,1
5.23,239.56,3,1
8.28,3542.82,10,1
10.83,465.92,5,1
2.41,118.98,3,1
9.84,2061.39,6,1
14.56,3028.33,8,1
9.03,422.34,5,1
19.41,2095.61,7,1
3.2,3470.49,10,1
8.28,1042.8,3,1
24.34,209.02,2,0
5.36,2590.93,8,1
24.5,1540.55,9,1
17.85,1718.22,4,0
7.93,1207.37,7,1
13.69,803.71,4,1
11,295.08,5,1
17.65,2160.79,5,1
34.65,605.04,4,0
9.36,1195.65,10,1
9.73,1338.11,6,1
18.59,964.7,1,0
2.75,1697.77,9,1
5.28,5000,7,1
13.67,184.94,2,0
18.91,1055.83,7,1
2.94,830.07,6,1
21.58,1950.32,7,1
7.9,1462.88,4,1
13.53,575.4,7,1
10.27,557.78,6,1
18.02,894.31,4,1
17.92,2990.29,5,0
4.73,5000,4,0
22.09,673.63,3,1
11.2,574.91,4,1
22.65,1655.07,6,1
10.35,142.39,4,1
4.92,2081.19,8,1
5.82,728.07,8,1
17.57,414.75,8,1
17.32,1668.17,4,0
20.58,908.51,6,1
8.37,676.07,5,1
9.79,1191.21,1,1
23.88,865.72,8,1
14.98,2096.18,8,1
0.79,1281.87,6,1
19.74,1200.17,1,0
16.11,1565.86,2,0
2.32,1666.79,6,1
6.5,1909.11,6,1
12.14,2379.3,6,1
20.57,1101.35,2,1
2.51,533.28,6,1
30.01,2410.38,7,1
17.42,2971.4,5,0
21.85,494.66,4,1
11.6,1427.02,3,1
15.89,1011.29,7,1
10.41,851.1,7,1
18.59,351,4,1
7.34,339.42,5,1
14.28,1173.68,5,0
8.46,1062.68,7,1
24.1,2647,5,1
4,2304.08,3,1
13.49,2120.02,2,0
16.83,2138.64,5,0
1.77,1369.1,4,1
14.99,791.54,7,1
22.97,2112.08,4,0
1.76,2872.6,2,0
9.9,2833.77,3,0
1.53,439.21,8,1
12.41,2333.36,6,1
5.77,606.7,7,1
19.68,1376.98,10,1
12.65,928.46,5,1
29.07,1095.31,6,0
16.7,3478.63,5,0
4.19,4178.55,2,0
20.86,1084.77,8,1
4.45,234.59,5,1
21.91,777.73,6,1
8.02,221.37,3,1
17.88,1722.26,3,0
9.34,4273.36,1,0
10.6,1605.6,2,0
5.9,3601.34,4,0
25.01,1578.04,7,1
18.21,976.89,5,1
16.52,591.54,8,1
11.69,2714.9,6,1
7.28,496.33,3,1
15.7,96.18,5,1
16.32,1785.54,4,0
5.06,3332.8,4,1
10.36,2785.19,7,1
6.45,2319.01,3,0
4.31,1485.37,3,1
19.69,910.99,10,1
13.02,2240.73,7,1
13.47,1873.46,3,0
34.28,1369.73,5,0
16.59,1470.39,4,1
16.5,1818.3,8,1
9.95,493.68,10,1
16.28,2766.95,5,1
14.3,2235.82,2,1
26.82,1476.2,2,0
7.04,2130.73,3,0
19.52,599.25,6,1
6.72,826.41,7,1
25.9,51.42,3,1
20.04,469.74,6,1
17.27,2072.85,8,1
17.22,972.26,6,1
3.14,687.45,4,1
13.43,206.42,4,1
16.57,475.48,6,1
27.19,1767.36,7,1
8.74,1421.33,7,1
13.24,638.38,5,0
5.63,1033.75,5,1
11.86,943.58,5,1
20.68,261.63,7,1
12.47,2328.11,2,0
25.03,766.8,9,1
17.42,1167.93,3,0
7.73,1784.92,5,1
15.5,2973.72,3,1
24.08,1428.73,5,0
8.33,528.43,6,1
5.79,1108.76,5,1
17.2,787.55,6,1
8.41,1754.91,9,1
11.07,3265.19,5,0
19.16,872.54,3,0
21.77,624.7,3,0
11.97,1773.96,6,1
26.35,2006.8,2,1
15.86,1866.54,6,1
7.55,4293.83,1,0
12.13,3595.53,6,1
13.2,2026.52,5,1
19.06,523.77,5,1
10.62,2379.56,4,0
9.93,3355.75,2,0
15.34,1056.5,2,1
5.61,1706.2,3,1
24.45,1365.71,6,1
19.58,2102.41,7,1
19.67,1318.87,4,1
15.68,1519.8,6,1
21.43,790.63,10,1
15.31,1966.3,5,1
6.74,409.49,5,1
5.48,1199.01,3,1
15.26,1462.74,7,1
4.48,1783.79,6,1
16.13,1220.47,10,1
6.34,454.05,10,1
23.66,2115.03,6,1
12.78,563.02,9,1
13.59,587.59,4,1
31.46,92.74,5,1
14.15,1665.79,5,1
20.24,5000,5,0
18.57,1011.88,5,0
6.55,1534.35,8,1
15.53,3077.45,2,1
19.61,2283.34,1,0
22.05,1298.71,1,0
31.36,4131.49,8,1
27.87,1771.81,5,0
8.69,857.02,4,1
18.71,254.75,6,1
16.89,1188.85,10,1
18.78,1408.27,5,1
13.55,1215.26,4,0
12.55,467.72,7,1
7.46,1299.77,4,1
10.78,2633.08,3,0
22.62,3753.42,8,1
30.62,377.94,5,1
5.49,1949.47,1,0
10.32,1009.42,6,1
4.38,1805.01,7,1
13.88,1704.14,2,0
10.02,1730.37,4,1
8.32,1485.05,6,1
16.63,439.01,5,1
7.73,1670.24,1,0
15.36,1944.47,4,0
2.84,819.15,6,1
7.39,4561.5,4,1
6.87,1213.66,4,1
1.87,591.93,6,1
3.21,1795.14,4,1
16.39,643.07,7,1
10.08,1893.33,4,1
29.52,1653.72,6,1
1.24,1148.36,6,1
11.36,2679.55,8,1
3.11,1243.74,6,1
33.18,1591.65,7,1
4.56,1580.58,7,1
11.32,2404.69,3,1
16.64,1069.19,4,1
12.54,658.35,4,1
2.48,1352.84,3,1
20.04,2615.51,8,1
26.28,609.42,4,1
7.71,794.5,6,1
18.03,1871.15,5,1
22.7,1139.35,9,1
8.81,4842.96,6,1
23.03,1803.15,7,1
3.14,2178.04,2,0
19.78,172.13,6,1
10.89,1091.21,7,1
16.5,1142.98,7,1
11.78,712.58,7,1
2.92,1222.07,7,1
17.24,5000,3,0
18.22,705.18,7,1
9.39,416.84,1,0
21.78,320.57,3,1
10.43,612.83,9,1
10.87,1470.79,7,1
13.53,1573.04,5,0
12.66,998.26,8,1
9.41,317.02,5,1
12.29,3467.93,3,0
5.91,927.14,5,1
15.19,1421.39,8,1
14.5,1265.16,1,1
17.11,1054.37,9,1
8.95,464.88,4,1
7.82,1026.14,7,1
10,3075.98,5,1
32.59,739.18,5,0
16.45,2661.26,8,1
1.93,3112.25,8,1
8.85,1131.82,6,1
12.28,616.96,8,1
20.62,1420.65,6,0
8.77,1635.79,3,1
10.96,864.97,5,1
17.84,3473.44,6,1
6,1160.79,1,1
16.76,3523.46,5,1
15.66,112.65,5,1
8.38,960.76,5,1
7.8,416.14,4,1
12,5000,8,1
11.16,1555.7,2,1
11.49,671.34,5,1
13.49,2018.25,7,1
20.41,2743.04,8,1
31.59,1209.37,3,0
13.93,2315.4,8,1
21.93,3255.78,7,1
11.55,1185.58,4,0
16.99,1427.64,1,0
12.06,1220.86,10,1
16.63,3452.68,7,1
1.34,3399.26,6,1
12.24,1253.55,6,1
7.43,751.36,8,1
7.02,1148.8,8,1
5.04,315.91,6,1
25.12,1300.61,6,1
5.76,177.72,5,1
1.46,2352.36,6,1
27.12,1754.35,9,1
10.47,1976.32,6,1
19.1,1945.83,5,0
3.37,1527.36,6,1
9.08,1578.22,4,0
0.97,1674.26,5,1
16.26,289.6,2,0
19.66,2635.3,6,1
18.45,4031.57,9,1
18.42,1106.61,10,1
8.36,971.24,7,1
16.79,277.79,5,1
8.57,1865.96,3,0
18.06,3091.18,7,1
21.96,104.62,6,1
29.15,2713.15,6,1
16.05,376.27,3,1
7.48,2469.64,7,1
3.19,4291.65,5,1
8.25,1499.71,2,0
13.09,3145.58,5,1
19.51,603.59,9,1
14.83,1608.05,5,1
0.95,5000,3,0
12.41,801.72,3,1
6.76,885.27,1,0
13.59,2528.65,6,1
8.73,849.21,8,1
22.05,1602.74,3,0
10.98,1350.03,7,1
15.32,1525.91,8,1
18.85,738.16,10,1
14.26,590.16,8,1
14.95,2007.69,6,1
0.98,821.46,4,1
5.59,4058.51,10,1
6.1,1005.34,6,1
3.22,2728.37,7,1
6.84,1706.81,4,1
24.74,3377.66,4,0
29.85,1046.39,7,1
8.2,354.07,6,1
13.38,1347.6,5,1
10.11,2717.28,4,1
11.15,1392.41,3,0
16.37,1232.91,8,1
9.6,1455.77,4,1
11.3,2017.43,6,0
0.57,1700.92,4,1
3,185.54,5,1
12.63,824.66,4,0
10.38,1521.8,1,0
7.75,181.17,3,1
6.19,5000,8,1
17.7,3734.36,8,1
4.92,973.57,4,1
9.61,1139.15,6,1
5.15,1074.78,6,1
13.84,899.78,3,1
8.64,5000,5,0
8.46,1041.71,3,1
13.95,1288.59,2,0
18.93,400.83,9,1
35.55,1198.79,7,1
28.89,898.93,7,1
13.51,213.16,7,1
7.04,2709.62,7,1
16.6,1169.82,6,1
5.95,670.12,2,1
4.68,711.01,8,1
5.34,1219.33,5,1
4.58,334.29,6,1
9.96,1437.92,3,1
19.7,3245.88,4,0
23.4,1608.67,6,1
1.82,572.56,3,1
26.13,384.93,3,0
4.42,1179.21,1,0
2.98,1371.59,6,1
20.72,244.34,10,1
3,1328.52,6,1
4.65,1551.76,5,1
32.94,3779.48,1,0
5.62,1197.6,7,1
12.88,1238.51,4,1
8.14,1321.95,7,1
11.87,633.55,6,1
5.86,1042.63,6,1
6.17,2760.15,5,1
12.73,1374.21,6,1
9.14,1184.74,4,0
10.23,2923.25,1,0
24.89,2341.79,7,1
28.84,394.75,5,1
4.48,828.83,5,1
11.21,2283.35,7,1
9.43,947.07,5,1
2.18,5000,9,1
10.51,2847.28,7,1
12.14,1399.7,6,1
10.2,3052.5,7,1
12.45,115.13,5,1
23.65,666.59,7,1
6.52,2117.83,4,1
9.93,559.32,4,1
2.79,1424.99,7,1
7.08,632.4,5,1
2.28,1090.62,5,1
6.78,1992.54,3,0
5.66,1955.89,4,1
22.03,624.05,4,1
12.39,565.4,4,1
2.14,313.94,7,1
10.15,1557.19,3,0
24.59,1111.98,4,1
12.32,4335.41,6,1
10.07,1165.6,2,0
7.41,1929.66,4,1
5.33,415.58,6,1
14.8,3837.83,7,1
18.93,792.22,5,1
17.39,1256.91,3,0
11.24,1540.95,6,1
1.39,758.91,5,1
7.82,2950.6,1,0
17.2,971.6,6,1
7.75,1430.13,3,0
10.49,2492.66,7,1
9.86,736.86,3,1
7.14,492.84,5,1
18.17,642.24,4,1
12.21,2515.65,6,1
27.35,387.23,7,1
8.34,4693.34,8,1
13.25,766.04,1,0
10.28,2168.33,3,0
14.41,642.79,10,1
7.71,1971.3,1,0
10.82,2590.92,3,1
19.91,50.32,8,1
22.65,686.76,6,1
20,326.74,3,1
4.37,2320.12,4,1
10.33,3222.46,4,1
26.2,591.44,2,0
4.22,1253.73,9,1
11.35,1377.16,5,1
16.24,4665.2,2,0
13.49,1158.52,6,0
14.65,793.81,9,1
24.1,1682.45,7,1
16.4,403.25,6,1
6.21,2798.48,5,1
15.84,698.94,6,1
22.66,680.62,5,1
13.15,3159.81,3,0
18.11,2390.2,8,1
13.77,292.55,10,1
17.72,2399.3,2,0
6.98,1087.89,7,1
10.97,1065.34,8,1
10.06,1485.62,6,1
4.57,726.69,6,1
2.69,631.02,7,1
11.89,1584.91,6,1
9.25,1678.58,6,1
19.83,606.08,8,1
6.51,863.31,8,1
17.82,1285.45,7,1
9.4,1018.28,9,1
11.47,2822.66,8,1
11.46,1264.98,7,1
18.52,1701.31,7,1
20.07,1149.06,2,0
16.46,1521,5,0
14.75,471.31,5,1
10.6,1527.77,6,1
14.82,184.83,1,1
11.62,865.97,7,1
19.8,1750.56,4,1
3.16,1890.45,7,1
21.8,1874.26,7,1
20.69,1507.1,6,1
12.66,843.4,6,1
5.66,1007.81,6,1
27.02,2430.96,6,0
16.65,3999.87,5,0
12.78,186.73,8,1
17.57,433.18,3,0
18.03,1763.64,7,1
4.46,685.92,3,1
29.72,2762.06,6,0
4.35,889.26,7,1
18.08,262.36,7,1
3.98,3543.45,5,1
27.72,2203.04,3,0
7.1,413.25,4,1
2.48,427.53,3,1
19.97,1905.33,6,1
15.63,1844.14,7,0
6.82,297.48,5,1
9.03,2412.83,3,0
32.3,1377.71,6,1
18.01,1715.15,6,1
7.64,1865.56,5,1
4.55,5000,8,1
8.8,1176.23,5,1
13.88,1523.73,9,1
6.81,568.76,6,1
18.34,1419.95,6,1
13.82,241.23,4,1
10.68,1139.07,4,0
8.04,1148.9,4,1
5.63,643.34,4,1
14.77,427.68,5,1
12.66,506.77,5,1
13.99,504.03,3,0
18.67,1264.44,5,1
0.53,1570.95,8,1
0.58,2166.5,5,1
3.64,1079.54,8,1
13.9,4947.4,10,1
8.38,106.41,2,1
3.33,333.16,8,1
7.04,918.88,4,1
19.02,2070.08,1,0
6.15,805.4,6,1
8.16,5000,2,0
8.12,1485.43,8,1
25.04,1300.3,9,1
9.63,1276.47,4,1
2.66,1446.14,3,1
23.7,1838.61,8,1
12.93,775.56,4,1
6.34,1045.81,6,1
19.11,1673.86,5,1
20.63,2801.37,3,0
21.64,718.11,5,1
3.44,704.07,6,1
20.61,2567.07,7,1
8.17,1151.11,5,1
3.08,533.52,3,1
15.45,5000,3,0
12.51,1638.21,3,1
14.59,2084.87,8,1
23.34,1810.39,6,1
4.75,1241.71,4,1
10,1715.18,3,0
6.8,643.69,6,1
6.53,522.38,5,1
9.87,1462.92,7,1
15.67,614.78,6,1
12.18,961.12,3,0
6.02,3629.76,6,1
19.18,154.71,10,1
4.7,1999.54,6,1
9.65,1207.18,3,1
19.73,2078.04,5,1
2.72,611.32,5,1
5.72,1266.7,5,1
11.76,4569.25,4,0
6.79,578.13,1,1
16.95,1333.61,8,1
18.26,2084.35,6,1
14.6,928.61,2,1
8.55,1364.68,5,0
18.76,839.6,2,0
13.57,373.64,4,1
3.9,1699.48,4,1
8.47,2457.63,1,0
11.68,1095.74,5,1
5.69,3206.66,4,0
30.37,2020.17,4,0
15,1400.74,5,1
5.3,1094.31,7,1
22.12,1913.63,6,1
5.27,867.28,3,1
18.71,731.3,6,1
5.32,944.83,6,1
7.28,1903.26,5,1
6.26,3600.41,6,1
19.32,1645.36,8,1
11.78,763.24,6,1
14.86,1554.42,7,1
9.98,3773.03,6,1
1.31,700.28,6,1
4.62,3076.08,8,1
14.12,549.9,7,1
6.69,5000,8,1
4.32,2121.13,3,1
22.52,651.62,7,1
11.79,1102.7,4,1
5.74,3289.59,3,0
6.42,1390.6,5,1
13.64,1156.52,8,1
21.06,4536.32,10,1
22.12,1224.73,3,0
29.13,1022.83,5,1
15.28,1589.68,5,1
16.12,420.83,6,1
11.62,5000,7,1
8.9,869.11,7,1
13.36,751.7,4,1
15.84,5000,7,1
18.72,628.64,5,1
2.82,881.87,4,1
12.56,119.26,5,1
11.39,965.33,4,1
14.78,3399.9,7,1
11.24,2060.88,8,1
2.35,271.74,1,1
3.71,387,7,1
10.53,1063.86,7,1
8.8,1030.66,7,1
7.85,3707.33,4,0
17.89,543.61,4,1
5,695.24,4,1
26.09,1193.48,8,1
8.88,442.67,4,1
2.2,1840.47,6,1
12.9,3378.41,5,0
22.94,2301.56,3,1
6.47,5000,5,0
8.14,2136.29,3,0
17.05,405.02,6,1
8.26,1050.81,4,0
15.4,2226.92,7,1
2.49,1952.97,6,1
19.71,2460.58,6,1
23.67,1743.38,4,1
20.29,458.42,5,1
12.42,949.59,5,1
6.46,1210.01,1,0
14.95,2888.3,5,1
4.15,180.81,6,1
0.78,659.01,7,1
7.9,463.54,2,0
1.23,430.97,6,1
5.06,162.84,4,1
4.31,1052.03,4,1
21.72,751.38,6,1
25.81,1918.42,4,0
17.15,2037.5,5,1
5.22,1282.24,7,1
5.49,474.37,6,1
7.42,1420.54,8,1
7.04,1056,9,1
2.5,394.94,6,1
20.94,1735.97,1,0
14.09,1466.36,3,1
18.15,1069.16,6,1
19.47,307.71,7,1
4.28,755.62,6,1
8.96,2406.5,7,1
6.83,1360.18,5,1
10.12,1760.82,4,0
1.77,5000,6,1
18.81,160.62,2,0
17.64,1191.22,4,1
3.12,3313.07,8,1
5.43,456.25,8,1
13.17,839.01,5,1
18,1671.64,3,0
12.46,385.64,2,0
22.79,1895.32,1,0
7.45,300.16,8,1
10.64,1292.76,8,1
1.47,643.65,6,1
13.38,2048.72,7,1
8.91,1587.29,7,1
15.49,1342.11,6,1
15.21,1326.18,10,1
11,1877.63,3,1
20.91,1879.8,6,1
26.11,4150.46,1,0
12.39,2179.02,5,1
7.04,3721.88,4,0
26.55,1405.72,8,1
9.16,1152.09,3,1
5.28,886.34,4,0
6.39,3214.9,3,0
2.75,567.77,3,1
17.69,4653.91,1,0
20.04,1671.5,8,1
5.24,1128.82,5,1
12.88,2354.18,5,0
9.79,4781.97,5,1
2.92,2199.5,8,1
9.18,3412.45,4,1
14.08,1216.22,7,1
12.28,643.92,10,1
16.86,1781.22,4,1
13.89,3358.59,8,1
11.93,1284.59,8,1
1.5,2354.17,4,1
10.09,1626.41,4,1
18.86,794.63,6,1
5.31,79.61,9,1
14.65,1248.66,3,1
11.9,154.22,9,1
4.43,1943.22,9,1
16.52,2187.58,7,1
27.24,1296.73,2,0
25.01,343.01,2,1
16.97,1490.34,5,1
16.28,299.9,7,1
16.77,4717.24,4,0
2.57,1593.49,8,1
5.22,2204.22,7,1
4.64,1628.96,8,1
27.02,296.31,1,0
6.38,1160.66,1,0
15.48,269.57,6,1
23.1,2210.04,7,1
11.76,802.24,7,1
17.5,2670.35,5,0
13.53,774.85,7,1
16.65,1347.41,2,0
11.65,4130.64,10,1
19.47,2186.04,5,1
1.91,2004.24,8,1
13.85,2839.89,3,0
15.76,1333.14,2,1
24.1,2505.71,8,1
11.15,2952.06,1,0
8.74,1321.51,2,1
26.38,1101.94,5,1
10.18,999.27,5,1
26.69,2356.78,4,0
9.62,865.78,6,1
9.78,834.36,7,1
4.98,1768.05,9,1
9.84,1161.07,3,1
10.34,2256.49,2,0
9.03,1952.39,6,1
17.1,659.98,6,1
5.91,2265.73,5,1
16.65,1273.09,6,1
4.43,2184.88,8,1
17.56,3414.45,6,0
9.8,417.63,10,1
13.29,463.72,5,1
9.84,5000,5,0
5.48,5000,7,0
8.98,1826,7,1
7.01,546.88,6,1
16.32,2413.33,1,0
4.43,948.11,7,1
8.66,938.78,8,1
9.8,2137.64,5,1
14.25,921.01,5,1
7.35,1200.15,2,0
21.29,1211.04,6,1
9.54,1430.53,7,1
14.08,2490.67,7,1
1.67,2308.57,5,1
13.05,4183.85,4,1
34.62,595.63,6,0
19.3,865.38,7,1
15.14,800.77,4,1
5.29,2331.72,6,1
20.17,690.74,10,1
6.39,748.97,6,1
23.05,2226.08,7,1
6.68,1495.05,6,1
3.85,1710.68,6,1
23.86,2289,7,1
17.63,95.87,5,1
18.77,861.2,5,1
3.62,1117.4,7,1
4.99,2301.44,4,0
14.84,1020.93,5,1
8.67,1296.63,5,1
15.63,2488.26,5,1
4.49,1373.11,7,1
17.4,337.41,8,1
20.94,717.63,5,1
15.6,2148.14,6,1
7.8,1243.28,4,1
15.79,1433.93,2,0
21.71,1392.91,8,1
17.84,2707.08,8,1
5.4,1135.76,10,1
7.57,2789.74,5,1
12.73,1296.16,2,0
13.44,143.73,9,1
13.38,243.8,5,1
11.05,4410.84,8,1
13.08,2444.91,7,1
5.94,828.12,5,1
16.79,1518.26,2,0
8.72,1625.8,8,1
12.47,1054.23,6,1
4.52,2652.07,7,1
8.57,1523.46,6,1
7.99,1097.25,1,0
21.69,1212.25,1,0
6.42,446.12,5,1
8.56,946.67,4,1
25.83,892.25,2,0
13.99,579.86,2,0
8.64,681.43,9,1
14.1,1970.02,4,1
32.01,2006.48,8,1
11.44,818.5,5,1
30.2,1267.66,3,0
21.12,3788.62,8,1
12.12,289.3,7,1
21.07,1337.61,8,1
8.39,2509.66,6,1
11.65,1719.26,6,0
16.05,3382.32,1,0
8.9,3152.13,3,1
23.09,3845.46,5,0
18.17,1819.26,6,1
5.26,936.67,7,1
3.44,5000,1,0
6.24,2862.42,7,1
16.89,1248.18,5,1
5,1556.82,5,1
13.38,1499.74,7,1
8.93,334.27,10,1
6.86,1685.64,7,1
11.24,230.11,8,1
12.11,4649.64,4,0
24.03,2274.98,8,1
20,827.33,8,1
6.43,2119.65,5,1
16.74,1840.34,7,1
18.76,1446.95,6,1
17.23,3403.18,5,1
13.4,3211.98,6,1
14.62,1139.12,4,1
15.42,1845.44,7,1
11.5,676.26,6,1
12.78,1484.6,1,0
12.54,1468.24,8,1
12.73,1664.11,5,1
19.7,1918.21,5,1
29.26,4103.24,5,0
28.77,2423.62,2,0
19,1667.23,7,1
3.26,279.73,7,1
16.54,771.67,4,1
12.38,1180.08,2,1
8.16,3048.02,9,1
12.5,251.69,2,1
8.29,1311.66,1,0
23.57,3617.81,8,1
0.44,1878.73,3,1
12.86,294.55,5,1
7.13,1737.91,5,1
16.83,991.23,6,1
25.47,1755.01,6,1
18.95,1711.32,10,1
9.59,2861.48,5,1
5.42,1899.83,4,1
6.62,448.62,5,1
11.95,481.58,6,1
24.04,1057.57,4,0
16.72,1737.29,2,0
7.42,2676.65,5,1
18.28,665.64,2,0
9.24,1976.88,4,0
6.71,714.74,6,1
6.08,637.03,5,1
6.68,3189.97,4,1
11.36,641.49,3,0
5.03,808.74,6,1
4.05,1028.92,5,1
11.32,1972.65,3,0
3.92,2459.82,2,1
15.53,707.4,2,1
4.64,895.42,5,1
15.74,784.63,5,1
19.09,2376.9,4,0
16.59,749.07,3,1
17.45,2783.04,5,1
16.41,1974.29,3,0
14.33,1699.09,4,1
18.35,2178.54,7,1
15.3,2323.87,7,1
0.9,385.89,3,1
14.21,217.58,8,1
15.11,465.19,7,1
17.47,687.52,10,1
21.32,2338.28,7,1
11.7,1791.55,6,1
25.26,2466.13,3,0
21.38,1438.23,5,1
17.2,2533.09,7,1
7.56,1620.76,4,1
20.03,250.06,1,0
6.32,2935.65,3,0
12.94,927.31,8,1
22.82,2076.34,7,0
24.04,1524.85,9,1
12.63,475.74,5,1
0.86,625.92,7,1
9.98,1720.82,2,0
7.98,533.13,9,1
4.57,1191.72,1,1
28.22,2093.85,8,1
15.01,937.84,7,1
11.61,2517.35,2,0
9.21,1270.37,3,1
7.03,1418.18,7,1
13.39,1537.24,1,0
8.4,1063.29,7,1
12.73,1211.19,5,1
8.15,646.05,4,1
8.85,2048.01,5,1
21.44,760.32,7,1
19.24,792.45,3,1
9.85,2146.58,4,1
5.54,1937.75,2,1
20.28,867.06,6,1
11.07,526.58,4,1
10.62,1145.89,3,1
13.08,723.19,3,0
28.28,1556.84,4,0
1.84,2751.89,5,1
13.28,901.19,9,1
6.42,445.74,6,1
21.99,616.97,8,1
16.26,733.46,3,0
19.35,988.22,3,0
18.89,1171.72,5,1
22.24,1765.53,5,1
13.36,749.14,3,1
9.89,618.65,7,1
2.57,523.09,9,1
10.7,2450.69,7,1
3.83,1290.09,5,1
7.42,1702.67,7,1
9.7,1921.48,6,1
24.08,923.09,6,1
40.03,444.99,1,0
3.95,2675.16,7,1
21.92,1067.83,6,1
22.87,2983.89,7,0
3.39,2406.53,6,1
4.7,2151.26,7,1
16.15,1268.54,5,0
22.09,1855.36,3,0
31.38,2642.78,7,1
6.08,1001.72,6,1
16.59,1907.19,5,0
5.51,4663.08,5,0
20.15,2275.16,5,1
10.88,541.15,1,0
7.03,857.51,2,0
6.67,290.28,8,1
10.12,628.38,8,1
9.81,2117.96,7,1
7.32,2282.22,6,1
16.96,4082.06,5,0
14.27,1893.81,5,1
10.33,1721.07,8,1
10.05,3049.12,4,1
13.05,904.04,4,1
7.28,1443.68,4,1
8.26,752.91,4,1
8.98,526.57,6,1
18.41,1181.21,7,1
17.06,875.62,5,1
27.63,3720.52,5,0
4.48,531.6,6,1
8.68,857.4,4,1
6.55,745.29,6,1
19.25,552.61,3,1
8.33,1611.18,2,0
12.02,1376.23,4,1
17.63,1669.52,3,0
14.6,2797.86,3,1
9.07,2500.59,8,1
15.44,765.93,5,1
17.04,1263.07,5,1
16.59,3262.71,8,1
4.07,2034.01,4,1
19.77,954.35,4,1
9.55,1919.93,6,1
28.51,3312.28,5,0
13.99,2788.32,5,1
1.65,609.61,8,1
9.99,3405.48,10,1
5.84,1020.85,4,1
16.13,1139.46,6,1
4.71,1769.57,4,1
18.41,952.63,7,1
8.38,1028.08,3,0
16.42,1206.71,7,1
19.62,1200.21,3,0
4.2,1342.78,4,0
11.19,1661.74,3,1
17.74,1230.35,4,1
10.54,600.02,4,0
8.12,1222.43,9,1
17,1353.6,4,0
5.61,2706.88,4,1
7.84,940.33,7,1
11.21,2132.69,6,1
9.6,796.03,7,1
3.78,76.43,2,1
19.85,1634.69,6,1
14.23,1462.44,8,1
3.16,999.67,4,1
10.3,315.5,4,1
3.6,4086.65,7,1
10.11,1823.24,4,1
22.31,976.11,3,0
13.59,1662.91,9,1
20.1,5000,5,0
15.55,670.46,6,1
5.81,3078.56,8,1
4.44,395.65,7,1
7.03,2300.97,1,0
5.43,1431.18,6,1
18.92,891.84,2,0
8.11,3449.45,4,0
7.23,1168.39,5,1
12.52,669.66,9,1
8.65,1532.43,2,1
6.6,2568.62,8,1
13.32,741.82,6,1
8.61,898.25,1,0
10.53,690.36,3,1
15.89,1345.56,8,1
11.45,781.99,6,1
14.78,3069.79,5,1
21.99,212.46,9,1
11.23,4608.98,9,1
24.6,558.3,7,1
14.83,2180,9,1
8.69,1194.59,4,1
9.15,4173.51,3,0
10.91,2017.29,8,1
9,439.98,4,1
11.52,1209.89,10,1
33.39,318.89,7,1
5.1,2411.75,9,1
11.08,287.02,5,1
